cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,NETINBM,NETIMIN,netinc,ntlnls,eqcdiv,eqcstkrx,noij
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","6/30/2018","8/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","1166","169","997","6","37","0","31","","6","878","534","122","222","150","0","2","148","0","148","0","148","0","0","0","148"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","6/30/2018","8/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","23936","2915","21021","450","3916","0","427","0","3489","17896","9757","2242","5897","6591","12","1623","4980","0","4980","0","4980","-35","1316","506","4970.52"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","6/30/2018","8/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","1955","392","1563","0","80","0","34","","46","1026","564","89","373","617","0","9","608","0","608","0","608","-1","600","0","608"
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","6/30/2018","8/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","783","220","563","0","73","0","1","","72","523","240","106","177","113","0","0","113","0","113","0","113","0","440","0","113"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","6/30/2018","8/22/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","1715","87","1628","-25","443","0","223","","220","1875","1040","162","673","221","15","-578","814","0","814","0","814","-86","0","0","799"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","6/30/2018","8/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","61641","7274","54367","8672","9080","0","16","0","9064","48283","17951","5428","24904","6492","0","1946","4546","0","4546","0","4546","12350","0","0","4546"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","6/30/2018","8/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","3043","538","2505","66","1851","0","313","0","1538","3970","2396","512","1062","320","0","0","320","0","320","0","320","3","183","32","320"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","6/30/2018","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","26319","3234","23085","800","9913","0","469","0","9444","21825","14719","1995","5111","10373","113","1587","8899","0","8899","0","8899","-15","479","0","8802.95"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","6/30/2018","8/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","123103","16936","106167","8603","49463","10988","5109","0","33366","91834","46099","8601","37134","55193","-345","11899","42949","0","42949","0","42949","479","21977","0","43221.55"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","6/30/2018","8/22/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","5290","387","4903","125","613","0","89","","524","3765","2239","368","1158","1626","0","343","1283","0","1283","0","1283","569","110","56","1283"
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","6/30/2018","8/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","439","46","393","0","49","0","35","","14","271","118","30","123","171","3","0","174","0","174","0","174","0","187","0","171"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","6/30/2018","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","18702","4488","14214","130","2540","375","940","0","1225","10204","6003","1491","2710","6420","176","829","5767","0","5767","0","5767","41","1810","0","5613.88"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","6/30/2018","8/22/2022","NM","24 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","4815","1020","3795","125","435","0","101","","334","3128","1531","484","1113","977","0","209","768","0","768","0","768","40","0","9","768"
"31249","6607","350572","4498726","1ST UNITED BANK","Faribault","MN","55021","6/30/2018","8/22/2022","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","2515","166","2349","120","703","0","103","0","600","2174","996","401","777","758","0","2","756","0","756","0","756","0","597","0","756"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","6/30/2018","8/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","8453","1383","7070","350","558","0","100","","458","4833","2986","612","1235","2445","0","711","1734","0","1734","0","1734","236","0","0","1734"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","6/30/2018","8/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","4772","489","4283","61","371","0","165","0","206","2663","1516","268","879","1930","0","484","1446","0","1446","0","1446","0","0","0","1446"
"27831","358","671370","4523459","A J SMITH FEDERAL SAVINGS BANK","Midlothian","IL","60445","6/30/2018","8/22/2022","SA","14757 S Cicero Ave","AJS BCORP INC","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","2543","305","2238","-50","225","0","31","","194","2060","1100","325","635","453","0","110","343","0","343","0","343","-19","0","0","343"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2018","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","3457","532","2925","0","493","0","138","","355","2486","1440","329","717","932","0","207","725","0","725","0","725","-88","500","32","725"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","6/30/2018","8/22/2022","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","6190","1082","5108","204","1623","0","136","","1487","5183","3130","307","1746","1344","0","344","1000","0","1000","0","1000","0","0","0","1000"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","6/30/2018","8/22/2022","SB","1212 Charity St.","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","1155","152","1003","0","638","0","2","0","636","1426","749","118","559","215","0","52","163","0","163","0","163","54","0","0","163"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","6/30/2018","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","1497","238","1259","9","127","0","35","","92","1151","650","78","423","226","0","1","225","0","225","0","225","24","0","0","225"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","6/30/2018","8/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","10001","2011","7990","60","915","0","336","","579","5770","3638","475","1657","3075","0","768","2307","0","2307","0","2307","45","800","0","2307"
"26549","0","117672","","ABINGTON BANK","Abington","MA","2351","6/30/2018","8/22/2022","SM","6 Harrison Ave.","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","5947","876","5071","105","361","0","136","","225","4431","2566","467","1398","896","-2","89","805","0","805","0","805","-2","0","0","806.8"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64154","6/30/2018","8/22/2022","N","8551 N Boardwalk Ave.","DICKINSON FINANCIAL CORP II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","27076","4522","22554","4600","31530","0","21533","0","9997","35930","17574","3940","14416","13554","0","3472","10082","0","10082","0","10082","3028","0","0","10082"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","6/30/2018","8/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","3065","510","2555","450","325","0","231","","94","1401","740","172","489","1029","-15","0","1014","0","1014","0","1014","1062","579","0","1029"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","6/30/2018","8/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","11444","1100","10344","510","1782","0","171","0","1611","8251","5446","761","2044","3365","0","672","2693","0","2693","0","2693","11","307","163","2693"
"35189","0","2859903","3109904","ACCESS NATIONAL BANK","Reston","VA","20191","6/30/2018","8/22/2022","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORP","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","53826","7424","46402","1402","12675","0","971","0","11704","37259","23059","3725","10475","20416","0","3764","16652","0","16652","0","16652","664","3820","0","16652"
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","6/30/2018","8/22/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","7456","1266","6190","750","781","0","145","","636","5007","2930","643","1434","1214","0","244","970","0","970","0","970","-3","0","0","970"
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","6/30/2018","8/22/2022","NM","16 Lincoln Sq.","ACNB CORP","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","31101","3198","27903","570","5135","986","1626","0","2523","19734","11661","3870","4203","12734","-19","2510","10205","0","10205","0","10205","1403","3023","0","10220.2"
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","6/30/2018","8/22/2022","SM","315 N. Spruce St.","ADAGE LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","19062","2501","16561","1050","3085","383","912","","1790","12718","7688","1335","3695","5878","0","929","4949","0","4949","0","4949","221","500","0","4949"
"90140","12033","343903","","ADAMS COMMUNITY BANK","Adams","MA","1220","6/30/2018","8/22/2022","SB","2 Ctr. St.","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","9913","1805","8108","196","996","0","369","","627","7655","4577","805","2273","1253","89","259","1083","0","1083","0","1083","124","0","0","1010.91"
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","6/30/2018","8/22/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","2961","979","1982","200","120","0","31","","89","1145","721","82","342","757","-136","21","600","0","600","0","600","-2","720","0","731.92"
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","6/30/2018","8/22/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","978","157","821","0","75","0","35","","40","533","359","66","108","363","0","8","355","0","355","0","355","-3","315","0","355"
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","6/30/2018","8/22/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","14005","1419","12586","340","2515","0","711","0","1804","12109","6509","1935","3665","2652","0","296","2356","0","2356","0","2356","149","262","0","2356"
"27015","13964","541307","4184177","ADMIRALS BANK","Boston","MA","2116","6/30/2018","8/22/2022","SA","579 Boylston St.","LAZARES&COMPANY LLC","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.ethicwealthbank.com","7748","1863","5885","171","762","0","26","","736","8674","3533","2168","2973","-2198","0","0","-2198","0","-2198","0","-2198","531","0","0","-2198"
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","6/30/2018","8/22/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","3004","302","2702","415","363","0","246","","117","1306","862","62","382","1344","4","0","1348","0","1348","0","1348","166","550","0","1344"
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","6/30/2018","8/22/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","1097","135","962","24","59","0","25","","34","585","350","98","137","412","0","0","412","0","412","0","412","-4","280","0","412"
"18152","15877","438050","1066928","ADVANTAGE BANK","Oklahoma City","OK","73141","6/30/2018","8/22/2022","NM","8001 Ne 23rd St.","SPENCER BANCSHARES INC","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1446","169","1277","0","230","0","177","","53","1364","726","209","429","143","0","0","143","0","143","0","143","6","56","0","143"
"57072","0","2927615","","ADVANTAGE BANK","Loveland","CO","80538","6/30/2018","8/22/2022","NM","1475 N. Denver Ave.","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","8344","1077","7267","152","107","0","60","","47","3722","2148","493","1081","3500","-12","342","3146","0","3146","0","3146","0","0","251","3156.8"
"10375","14584","189549","3155273","ADVANTAGE COMMUNITY BANK","Dorchester","WI","54425","6/30/2018","8/22/2022","NM","101 W Business County Rd. A","ADVANTAGE CMTY BANCSHARES INC","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","2575","261","2314","0","365","0","28","0","337","1509","955","247","307","1170","0","263","907","0","907","0","907","0","200","0","907"
"34885","14544","965789","3823291","AFFILIATED BANK, NATIONAL ASSOCIATION","Bedford","TX","76021","6/30/2018","8/22/2022","N","500 Harwood Rd.","BANCAFFILIATED INC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.susserbank.com","17873","3856","14017","0","4285","0","81","0","4204","14243","10499","634","3110","4059","0","872","3187","0","3187","0","3187","398","0","0","3187"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2018","8/22/2022","NM","400 Galleria Pkwy. Se, # 900","ABB FINANCIAL GROUP INC","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","","5468","1052","4416","0","153","0","37","0","116","3210","1862","360","988","1359","0","343","1016","0","1016","0","1016","-8","0","42","1016"
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","6/30/2018","8/22/2022","SA","503 Carr Rd, # 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","266","5","261","0","2691","2691","0","","0","1219","819","51","349","1733","0","422","1311","0","1311","0","1311","0","0","0","1311"
